"Tweet_text","ID"
"@queenbitchheidi sci states new unique human life begins at concept! you want to kill unborn babies! pure evil!",571272
"the safest place to be is within the will of  (archbishop derrick l. young)",1052652
"i can't think of a better reason to support  &amp;  than the face of weasel",520593
"@sergioantonio @gop @housegop anyone who believes in  should be cut up and sold for body parts.",1466017
"rt @peddoc63: notice how dems keep mentioning 4.5 m dollars spent on  but haven't asked her about 6 b missing from hillary's state",619541
"@ppfa promises to stop doing those things those heavily edited videos don't prove they were doing. can't make this up.  @nro",578066
"rt @laurellbelle:   abortion is not healthcare it is murder",1441485
"the hypocritical concern 4 life coming fromliberals who support the baby death industrial machine  is sick!",1444099
"on my way to dem hq to watch the     @hillaryclinton",1000076
"does great work around the country and should be praised not shot",1532868
"rt @stephaniepmckea: if its not a baby, then youre not pregnant       love's beating heart ht",573306
"rt @melissawroberts: i am so *tired* of dudes asking me if i'm 'tired' on days i'm too busy to put on makeup.",1114257
"rt @spectre680: black libs/feminists/sjws thrive off antagonizing other ppl &amp; using their reaction as reason for initial aggression",945516
"@roganbarbara thank you. now let's forgetthe shooter's name!",1463850
"hey blokes. for the tiny 0.1% of women who actually hate men: they probably have a fucking good reason.",914221
"rt @brown_sfh: we wouldn't want @terrybranstad administering our health care either! thank you @hillaryclinton for vowing to protect the",1017672
"@repdelbene @housegop @nancypelosi 10s of mil know ur spin is misleading &amp; criminal. u have  now.  earnings were 100m",908508
"suicide bombers are the furthest away from  they will be in jahannam forever as stated by prophet muhammad (saw)",1339312
"rt @esmerald_kiczek: let's encourages &amp; supports those who face an unplanned pregnancy to empower them to choose life.   h",951576
"a recent gallup poll shows disapproval ratings for  are at an all-time high. we can do this!",569852
"@lifenewshq beautiful.  god bless them.",1105217
"so at what point do we force white christian males to put themselves on a registry?",1534868
"because all women are humans not toys",945626
"what topics would you like us to cover on our upcoming blog talk radio show? let us know!",1101583
"@advocatesoflife that is what i said. thank u for repeating it back accurately.  =",555278
"@drewmistak try answering my point: why do rich men get laid so easily if women aren't selling sex?",914621
"not labeling the pp shooter robert dear a terrorist is what's wrong w/ american msm. no consistency. no integrity. no purpose.",1450019
"@pontifex well? is the  going to come clean about the sick joke &amp; fake religion you created called",1340824
"a pregnancy would be bad for my mental health. abortion is the only option",1353877
"while everybody is consumed w/  -- don't forget that",908396
"@007darb @atheist_eh @ahq_amd @gredned @speedweasel   you saying that means you don't believe deities exist. you're an  congrats!",270687
"like, okay. you can disagree with  but they do affordable pap smears for women without insurance.",1529048
".@randpaul will win the 1st voting state  by   mark my words",896375
"rt advocatesoflife:  because nobody could hear your baby's scream",579949
"@terri_georgia they won't like that as they think they're e only ones who should be afforded",1212406
"from the uk, the us seems scary, gun-mad, murder-mad, women-loathing, sexist, hate-filled",1532872
"@hillaryclinton @nytimes if only you had responded this fast to",1605397
"if women need an abortion they should be able to have one. they shouldn't have to get it done under the table.",1465693
"rt @virulentest:  bc men think logically and feminists are evil nazis out to destroy all men and eat our children rawr",299712
"rt @live_free_ordie: @joelbarros75 &gt;&gt;&gt;@thedemocrats support felon @hillaryclinton for president.",1626668
"shonda keeps making her 'controversial' opinions clear.",1203926
"rt @pooroldkilgore: there was a comment on my blog saying i should read the bible and look up jesus on youtube... ha...",270706
"well deserved praise for @framdamdidily for his work in growing @advokatelife and his leadership in the  movement!",1199887
"thank you to pp employees who stood outside and protected my roommate and myself when we went for our well woman exams.",1532240
"so can we talk about background checks for gun purchases yet?",1529276
"@shout4ztruth that may titillate ammosexuals, but use of a firearm in a medical procedure should bother all sane ppl.  is",556075
"@hillaryclinton equal rights mean equal it does not mean you get 'special' rights.",955966
"three main requirements for girls at @thesparrownest : continuing education, church involvement, &amp; community volunteer time.",1103197
"backsides epitome nontechnical granulation's hideouts alleviates zippering indignity's",1606287
".@repmattkrause that is my old, hacked @realtinconnor account. report for being hacked &amp; impersonation and block.  is",789092
"wow. one dissenting opinion and the gutless cowards at @ppact block me. typical. can't handle an opposing view.",1547287
"because getting 'damn girl you fine' when you go to the grocery store for strawberries is apparently a thing",1144530
"blah waah waaah, 'that isn't the definition!!!'   which fucking one do ya want?   pro tip: they're all shit.",1144930
"i just had a coworker try to compare christianity to   'because of the crusades and spanish inquisition'  seriously?!  gtfo",1183311
"the good doc will win  in a  mark my words",902152
"@jonbowen this is how entrenched corrupt corp. politics is. you get the feeling bernie is our last hope.",1601890
"clearly seeing that @hillaryclinton is the most experienced, knowledgable and qualified   @kat_rogers",992967
"rt @youngandprolife: pregnancy is not a disease.",581144
"you know that video shaming woman for 'faking' a boyfriend so a guy doesn't hit on them? yeah, fuck that video.",945671
"the phd student also told me 'you are doing god's work. bless you! as a gay man, i",955043
".@davidlimbaugh oh, what a great humanitarian this makes u.",952878
"rt @you_are_sacred: your  purpose will come to you if you open yourself up to the universe's",1470415
"rt @can2009: for i am not ashamed of the  of  for it is the power of  unto salvation to everyone that believeth;...(roma",1380900
"muslims believe in the virgin birth of  and that he will return to earth before judgment day.",1036909
"rt @crusaders4lifei: life begins at conception.",552042
"@questions_faith @brianbiscieglia @bmorinisyr @_nikd_ are you an  or",268704
"rt @johnnwalters413: what's really nuts is the   'it's my body' wackos killed more babies than all the tyrants combined h",554288
"tonight 6 pm et (4pm mt) on @radiomaria join @frfrankpavone @janetmorana @kburke6759 to learn how to heal  advocates radiomaria.us",894586
"@mikesldy6969 @laureldavilacpa ws,  nra,  defense industry,  walmart, you name it.",1601442
"has one  expressed outrage over the @ppact shooting? why? because they culpable!",1530181
"@annemarieweers @zoll_p @shirlsadams you are  and you are  how much time do you spend in confession?",1465687
"who do you want making foreign policy decisions when another attack happens? hrc or a republican?",996122
"rt 'stephfarnsworth what happens when christians consider what you say hate speech?'",744700
"rt @christiec733: @kaisootrash88 you make it my business when you expect me to pay for your evil act.",579833
"@realdonaldtrump we need   across the country. across state lines",1187278
"at the end of the day  has my back.",1082141
"don't call it an abortion debate. what women do with their own bodies was never the public's place to debate about.  is",554975
"for too many women, access to high quality healthcare is still a challenge.'",936906
"it blows my mind that people actually support the defunding of planned parenthood.",554611
"at what point are we gonna call incidents like planned prenthood mass shooting terrorist acts, which is what they exactly are",1531171
"we used to say in the white house that if a place is too dangerous too small or too poor, send the first lady.'  hillary clinton",1072636
"rt @iam_willsongs: 'when you  to  you  from",1473539
"@itstarryout @bigortemiller 'in the u.s. 397,122 children are living without permanent families'",892380
"you can't be pro-life then walk into an abortion clinic and shoot the people in there. that is not how pro-life works.",1550348
"rt @crusaders4lifei: abortion is wrong because it ends a human life.",552027
"rt @royaljak: i'm human first then an",1053550
"mass incarceration, health care, education disparities, income inequality  will work hardest 4 us on this. thats why",1015336
"@az_smith: the left, who require tolerance, if you don't believe in their ways, are the least tolerant of all!",904161
"men are not 'liberated from patriarchy' by focusing protection on women. that's how it's always been.",1139332
"@lilagracerose you don't need my approval for what you're doing, but you have it anyway.",569933
"platitudes about 'choice' do not explain why anyone should have the right to end another human's life. don't",1355630
"suffers from chronic sectarian &amp; religiously motivated violence. &amp; others routinely persecuted.   6",1392108
"@skepticalpet @daft_vagrant that's  fine, but don't call yourself an   you're just an agnostic (doesn't know,fence sitter)",752158
"@ppact @tchop_stl   absolutely with you. much love.",1538331
"eg: there are islamic botnets that render the  and  tags virtually unusable at times. doesn't make ppl friendly.",459535
"the more you  through oppositions to get to  the more you will know who you are meant to be for god",1084983
"rt @yesallwomen: ' bc the terrorist shooter in  proves we need a society that considers women's lives and cho",1489509
"just saved a little worms life pushin it from concrete to dirt w a stick",899599
"obama after hundreds of deaths in the name islam says has nothing to do with islam.  one nut in colorado and its because of",1440405
"@aginorr @nbcnews this isn't simply 'politics', it's survival. there is a war on women. is your conscience clear?",1532137
".@kelseygrammer thank you for standing for life, sir!",579874
"@fdrlst : it's  they 'blame' &amp; only the prolife ones. all  are not   not  @appsame",1439603
"birth control can fail  is",1198734
"@cecilerichards the gop is worried about refugees, but we already have real terrorists here.",1537316
"@islamicfreedom yes great jrny of prophet muhammad saw to madina.",1368090
"why are people  can u just shut up :(",1571248
"i would love to have a girlfriend, but there are not enough nawalts to go around.",926964
"sherri shepard &amp; hillary clinton - great examples of society's culture of death - see previous 2 tweets",1405308
"rt @miliind:  says:  'mahatmas teach us through their own lives.'",1036551
"being forcibly pregnant with an unwanted fetus for 9 months is not inconvenient. its horrendous and inhumane",1406486
"how come the word of  only crosses your lips when there's a terrorist attack?",1053041
"@ffnvc @lilagracerose no, sorry. they cannot matter equally. it's physically impossible.  =",552931
"i always have and continue to   they are righteous people.",1454075
"@dailycaller the left will take every opportunity to go against the second amendment!",1607138
"@theearning, beautiful story, people need to be more educated on what a fetus is!",789259
"heard my family from @judah_church  had two accept christ today!",1215231
"because they perform valid medical procedures. one of which is abortion.",1535641
"lmao there are literally   how petty.",1144806
"nothing says protecting the unborn like going into a building in hopes that you kill pregnant women.",1528986
"how you doin bot @fitnesspage6 lets  and use that $500bill im down with that!!",951454
"you're causing them to be afraid &amp; convincing few to change their minds &amp; making them feel like shit for what they felt was best",970204
".@mr_roshan  is merely the recognition that nobody has ever demonstrated the existence of any  don't blame  :(",1482431
"@thebriefing2016 @hillaryclinton @tedcruz @creynoldsnc clinton is a proven liar more than 5 times.  and email cover-up",1605747
"rt @sos_chicagoland: sat 11/21   (free)  meeting 6:30pm science of  center 4s175 naperville rd near #",1250304
"has a plan for your life. and it's going to change your life forever!",1477588
"@cristinalaila1 @2tweetaboutit this picture is so enraging. if  i had a child, it wouldn't be allowed to participate on that trip.",262050
"i maintain this cover as i have found the field with the treasure in it &amp; i am keeping it to myself  my way lol",1244898
"@stillstacie then be a woman....use birth control or keep your knees kissing!",1203895
"atheists will celebrate life, while youre in church celebrating death.  -anonymous'",676835
"obama has brought racial hatred and divide back and hillary clinton will continue this 'progress'",1607118
"@lisalisamcarter always awesome to see you change lives!  my friend!",1214948
"@cultureshifting u still dont get it! u r a whore/tool 4 1% who use   as a strategy 2 scam u 2 vote r 2 take mdlcls $!",1442342
"i hate all christians because i hate god.  @zachsmind @atheistidea",752360
"abortion wouldn't just end. consent wouldn't matter for people anymore. people would be forced to carry a pregnancy to term.",893828
"@hillaryclinton get your husband to control his dick before we need more gun control.. you are protected by a guns everyday",1630086
"@albergoava thanks i do what i can",1128444
"incredible time speaking for the @carenetsupport dupage pregnancy resource centers last night. humbled &amp; amazed by  warriors i met!",791078
"rt @elizabethmovies: wherever you fall on the debate, you gotta admit defending life by shooting people is pretty counterintuitive",1530687
"and this weeks episode of ahs is a prime example of what will be happening behind closed doors if abortion is outlawed",936834
"rt @erikforcolorado: 3 killed in our home, colorado, at @pprockymountain  people feel terrible. feelings can be facts, @factsoverfeels",1548747
"@notmuchelse all we need is a more conservative scotus &amp; argue case based on unborn being human lives not on privacy as it is now",796255
"rt @lexayraee:  because taylor swift gets more hate from singing about her life experiences than robin thicke did for making a",913664
"kinda want to live tweet these pro life comments but also kinda don't bc they are awful",592963
"violence has many heads that often need to be addressed separately. violence aimed at women needs separate attention.",1312723
"rt @o4iobama: whichever  candidate promises  will sweep election in landslide    is",1020214
"it is ridiculous that planned parenthood is continuing its practice to harvest aborted baby parts.",578417
"@hillaryclinton i'm fighting for aborted babies that you have no problem aborting with my tax payer money!",906938
"you just canceled any argument you have for  if you have a magic wand you can do better/smarter than murder surely.crazy parents..",895924
"@alliancedefends @marissa_adf and even when they r, that should not b considered the same as elective abortion.",1415462
"glad to have @abortion_rcscot at the women's conference in dundee today!",893585
"excited for the   hillary is the most qualified. she gets it!",999512
"people would be dying in back alley  people wouldn't be able to family plan. consent wouldn't matter for people anymore",893597
"@sallykohn @ginalou someone pls show all gop sound bites condemning pp over the past year.their vitriol influenced the killer.",1457586
"rt @bapwinter: hipaa laws became scrap paper when  allowed total strangers to harass, i mean counsel, patients on the sidewalk.",889863
"rt @coachjvalencia:  thank you sis @cvalencia73 for such great event  @scarletgruber @kareninder @josequevedoh htt",790772
"@openthreads @word_34 @carlyfiorina yep. because he wasn't a hypocrite like the  who send death threats to  every day. like u.",1440446
"@bryngreenwood you and your colleagues are true heroes fighting the good fight for women's health. so brave of you to share",1553896
"@abc @abcpolitics do they know what emails are?",1626859
"the moderator wants dems to be critical of president obama  not going there",997782
"any blood shed because of your hate against people trying to get medical care or provide it is on your hands.",1524902
"another day, another set of sick gore-porn fetishists to flag, block, &amp; report. not a rationally compelling argument.  is",890683
"@senatorkirk praying for you.  veterans defended the defenseless &amp; voiceless. senate should too.",938390
"@prowomanchoice @marynumair why do pro aborts always gravitate toward abusing the children? strange.  protects children.",953529
"and its just getting a little bit  if you ask me! it's just a fucking  i couldn't care less.",928584
"i'm sick of ppl debating about a woman's right to choose!",1465780
"is  a liar?   should  be convicted?   should  be president?",706411
"@hahnamerica yes, we must speak up!  my pals have a great  app for ppl who want to defend  position  link @audiogirlm",795609
"@woolybumblebee @gordonrayner a man should carry in their wallet,a condom and a blank sexual consent contract, witnessed.",1401892
"rt @buzzcov: i wish @hillaryclinton had responded as quickly to  as she did calling for more gun control following the san bernadi",1606966
"i love giving god thanks it gives great returns.",1214214
"@hillaryforia   i do believe in a higher minimum wage, but areas could and should go higher.",990583
"rt @reynolds2g: @rosaryrevival will  on wednesday using  as is traditional. vital to",911681
"@jaimelynn25 which conservative values are we going for, i'm confused...",1202046
"i suppose the shooter, if christian, will not be charged.",1489194
"ur war almost killed all life on earth @ ur satanist leaders claim to be",904014
"is the most powerful  in the world; that's why  is the most   in the universe. 'god is love.'",1174853
"a big ol' fuck you to the guy that made me feel unsafe during my run",1490119
"many  'there is  :( 'what  would allow such things?'",1050041
"@ladyconserv u r probably a believer,  pro death penalty and  but against  and abortion?  @hal9000and1 @andreajmarkley",899622
"my fellow   the unconditional  way like  is! our  will draw the sinner &amp;  will make them a saint",1131263
"why do  terrorists tend to have 3 names?",1531694
"now the liberal meme is, how can   deny  ? answer, easy.",1102553
"rt @djred678: mama bear got her claws @hillaryclinton",987021
"because i'm attracted to douchey bros but don't want to admit it.",1144402
"fetuses: -not living  -uses someone else's nutrients",891717
"@drjillmccabe is a champion for women, children, and families all across the commonwealth. cast your vote tomorrow in",889726
"let women decide.do not pressure them. you on the other hand are leading them to carry unwanted pregnancies",892365
"@kevin_kukla harassing women outside of clinics isn't 'counseling'. it's abuse, and it needs to stop.  is",1405566
"@syednaveedd2 bollocks. knowledge of  drives people to abandon it.",1178228
"these attacks will never stop as long as  is around to make them.",1250551
"justices of  sit during good 'behaviour' until  is withdrawn at the ballot box",580312
"hey there carly fiorina, protesters do not kill, terrorists do",1527910
"for everything because everything is a blessing from",1373254
"rt @theevertbopp: the 14 yr sentence for abortion in ireland is part of legislation pushed through by pro-abortion lobby.  opposed",795615
"islamism (n) a totalitarian political ideology wrapped in a religion that pretends it's a civilization.",1040984
"originated in the 60's. was there any predecessor movement or ideology? does anyone know?",893270
"even canadians making phone calls to",904905
"rt @aul: when  finally follows it's own laws, then human rights will stand a chance. - @chenguangcheng",577600
"rt @amandaandrewstx: praise god for a  ministry like @attwnministry that faithfully prays not only for patients of a clinic, but th",1442399
"rt @danarel:  isnt @ electing atheist candidates (though it would be nice!) it's about electing truly secular candidates.",272179
"i didn't know that names such a matthew james  luke or john were popular names in the middle east at any time?",456265
"rt @ohiolife: .@carlyfiorina says we must de-fund planned parenthood.",903902
"some of us are:        patriots  -its not a skin thing  @resisttyranny @lodisilverado",896402
".@jiadarola @revjoe3 lol joker...what debate r u watching?  4",1019727
" definition of toxic masculinity is not based on behavior of men, but entirely on feminist attitudes about men.",1402700
"judiciousness is considering the consequences [of actions] and consulting the wise.' -  (as)",1038521
"rt @realtinconnor: we need to have a discussion about what calling abortion providers 'murderers' &amp; 'baby killers' has.  is",1443167
"not only do i have hundreds of thousands of donors, most of them small... a majority of my donors are women   @hillaryclinton",988760
"@k_in_  libs who won: kevin lamoureux, lawrence macauley,  john mckay, francis scarpallegia. we'll be watching.",795202
"if i lived in iowa, i wouldn't want terry branstad in charge of my health care! '",1017597
"hubby has been singing xmas songs at me but substitutes @pennjillette and @mrteller for 'santa' or 'jesus' in all of them.",1064144
"psalms 99:9 praise the lord our  and worship at his sacred hill! the lord our god is holy.",1087282
"modern feminism has the same worth as creationism, pure hysterical anti-scientific propagandists.",977298
"rt @commonsensekev: abortion cases report less than 1% of those are rape victims. another liberal talking point   htt",1414337
"the parallels of war and  r very similar, life is ended, limbs r torn apart, innocents die.",1540761
"in some cases a woman may be granted an abortion(rape) however, abortions are ethnically wrong and should be unlawful",792659
"rt @eugeneresnick: sir, it is you @tedcruz that is offensive, not immigration.",933105
"ty @hillaryclinton for noting that the u.s. can not fight the battles of other sovereign nations. it doesn't work....",1194797
"believers:  you'll probably spend more time researching your next car purchase than you did with the beliefs you follow   vs",455266
"rt @beyondphere: the only people robbing me of a voice and denying me agency are feminists. i speak up, they scream down",918565
"what's more important, privacy, or saving lives from gun violence?? seems like a common sense answer!",984472
"  @hillaryclinton has all the best policies, plans , experience, knowledge the any candidate put together",1017676
"@aks_kyastha @kavita_krishnan as long as they are men she will spew hatred on them",1320041
"buttock's economists newscasters gullibility hashes amalgams zeroing inferno",1626520
"rt @ordinaryradio: today i'm getting in touch with my feminine side...i shall remain blameless all day.",919676
"of course the  shooting is a political bombshell (like  for wh. look 4 them to go all out to suppress information.",1605324
"how come my facebook timeline isn't blowing up with things like, 'prayers for those in colorado'?!",1531656
"yes, @tedcruz there is a middle ground on the budget &amp; keeping us safe.  the middle ground is called @hillaryclinton.",932895
"rt @kaimatai: to be aware of children's cancer &amp; still believe in a loving creator, is an abhorrent abdication of morals &amp; reason.",745104
"cher, bette midler &amp; kathy griffin.women that have so much surgery they're unrecognizable. no self esteem.",1445889
"rt @salamandur: after the guidance counselors told us about katie, we sat for a standardized test. this is the culture.",945655
"&lt; born though they stop caring all together.  is very clear in it's name. pro to all life. these people who are praising this &gt;",1441686
"rt @elainmoria: your wolf whistle is sexual harassment. it's not a compliment, and it isn't wanted.",948425
"women are smart, dont need to be told what they think unless theyre  then theyre idiots who are just trying to appeal to men'",972629
"if you call yourself  yet terrorize others (especially violently) or condone the behavior. you're not prolife. you are an asshole!",1438103
" admits he's losing.'if the election were today,i would lose,' he conceded to reporters before taking the stage.",1260219
"say a prayer for the supreme court to make the right decisions over these next few months.",968994
"does 'god' believe in a higher power than himself/herself? if not, doesn't that make him/her an  godswill",260800
"@jackhenryfaust you're asking a question of which the answer is far beyond  comprehesion.",752179
"@aldenrichards02 ...to gaze upon the beauty of the lord &amp; to seek him in his temple.-psalm 27:4",1231615
"@christianlogic1   only in the bible can a man, standing next to a naked women, be tempted by a piece of fruit....",459521
"why would a modern man need a nagging and debt ridden white woman when he has video games in the 21st century?",913700
"terrorism is terrorism is terrorism. if this was a men's health clinic i bet there'd be a totally different response.",1534461
"@moansar ironic u use cartoon by  &amp; anti-  to illustrate ur incomplete history of  &amp;",271199
".@carlyfiorina speaking live right now with @ohiolife about her passion for being  dial 877-228-2184 pin: 112364 to join in.",904102
"i am  &amp; will continue to be, &amp; i condemn the destruction of protest signs, regardless of how odious they might be.",554471
"he was transfigured before them and his face shone like the sun and his clothes became dazzling white",1241322
"@hillaryclintons education and health care plans make sense financially. that's why",992819
"so @pmharper my local  candidate doesnt have  @tomlukiwski is keeping his private! you all claim  but",567643
" likes to paint  as anti woman,when its more needed then they'd like to admit.",1403690
"god thank you for the gift of life and for the gift of faith ijn amen",1202875
"...and who knoweth whether thou art come to the kingdom for such a time as this? esther 4:14",1252253
"@tedcruz @stevekingia this  to the  -we  think ' sect near",1232065
"how can you view a life as a choice?",1405292
"we have this great affordable care act. as dems we ought to proudly defend it.",1001829
"rt @kerry901: without  abortions everywhere would only become more numerous and dangerous.    today and ev",1530119
"@derrickbrasher i have worked on both sides of the fence.  people can be like nazis as can  creates unnecessary confusion",553690
"love you , girl  happy    @skepticnikki @rbrnet12 @athe1stp0wer",1064321
"in america you are free to have your speech. just remember that hateful words are not free from consequence or judgment.",1528291
"rt @sunnyherring1: hey  withholdg evidence fr  comm &amp;wldve been ovr 2yrsago!  htt",511876
"rt @ppaohio: we're thinking of our colleagues in colorado springs right now. sending positive thoughts their way.",1461885
"to all  supporters remember the  joke  made in  &gt; stand with another doc &gt;",900697
"rt @dollarbutterfly: 'train yourself to let go of everything you fear to lose'  is",1031693
"rt @amandarabaab:  will only go away when all see that  is normal part of society. sh. @niamatullah",1250964
"no question about it",1532953
"@flgovscott @moninusa no to  vaccines.  you can veto. stand for jesus christ &amp; ur constituents, not the lobbyists",908731
"just because i'm  doesn't mean i'm a",1053707
"@wildchild69 i don't have to stretch, it's the truth.",555719
"rt @roseblue: pregnancy is not a disease. abortion is not healthcare.",581141
"@hellopoodle i think @markawebster1 's call for you to be sterilized against your will is quite a nice  touch.",890278
"will  make it illegal to wear a  t-shirt through the streets of melbourne?",1354914
"@queen_bitch_hgf just to remind you. rabbinic judaism is",555766
"rt @ucsddems: we stand with everyone's right to choose. we",1549400
"@bryngreenwood thank you so much for sharing your experiences &amp; for the work you've done in the face of terrorism.",1463497
"@senatorboxer @speakerryan no do not disband committee 4 doing their job    i do not",1522674
"rt @youthpastorbry: think of it this way: america is on life support and hillary clinton is dr. kevorkian.",856285
"alliance defending freedom is taking some time out of its usual homophobia to bring you this anti-choice message.",886087
"@frank_turk  shall we free up 400m of funding by",1205603
"rt @goffosforoffice: there's nothing conservative in cheering for the  shooter. very glad vast majority of  peopl",1440448
"@gwbush @jebbush how come gwb not responsible 4embassy &amp; 9/11 attacks if  &amp;  responsible 4  ?can't have it both ways",526583
"for what it's worth i proudly support   and @vickicowart for their work not just today but every day",1532203
"my heart goes out to those who were affected by the shooting in colorado  @ppact",1535184
"at 10 weeks pregnant, it's still her body, her choice at 28 weeks pregnant, it's still her rights",891615
"forced birthers do not care about babies. they want to control women.",893076
"if the bible was a good morality guide, we'd not need the declaration of human rights. humanity: higher morals than god since 1948.",260136
"hillary clinton is for:  overturning citizens united.",856822
"for allowing me as well as so many other women to make their own decisions regarding their uterus!!!!",941206
"my little pony teaches better messages than religious teachings",465917
"and god was doing extraordinary  by the hands of paul (acts 19:11)",1392987
"my hillary is the double-stuff in tonight's debate's oreo cookie! great job madam secretary!",1019344
"i am not ashamed that i want to protect the lives of innocent babies! i am not ashamed to be pro-life!",578341
"@funkydoolah ...yo, first, answer my last tweet; or r u so ashamed of declaring this cockloving  looks like u, huh? @secularscarlet",440636
"uk_indynow womenintheworld holbornlolz throughout history, whenever women get power, societies crumble.  every time.",914723
"@prolifestl  parenthood provides healthcare to millions of people.  is",890746
"if you already have drawn a conclusion, you are not thinking scientifically about it.",1572721
"help the  to  her child, don't force her to host your 1 sperm",899487
"rt @rant_diva: susan and mellie! i love them!!",1203958
"because a marriage isn't a bill of sale",916011
"blessed is the nation whose god is the lord...' ~psalm 33:12",1394164
"@ltd_to_two cheers, pamela! thank you for connecting. how are you?",1095263
"@raufrahimi123 @jaclynglenn if you can't even show your face and speak properly don't even bother saying anything at all.",263274
"congratulations @cecilerichards as a glamour woman of the year for her leadership at planned parenthood.",885532
"antis don't respect the concept of female sexuality &amp; i have never seen one advocate for trans rights",953017
"a person is a person, no matter how small' ~dr. seuss @drseuss_quote",1102916
"more ignorance and refusal to learn and be educated will not push us forward and past things like this",1531528
"and my daughter and her family are driving home to colorado springs tonight.",1534647
"@allocutus @atyhans lol an  trying to read and understand the 'bible",260868
"@mundanematt feminist claim the kid was asking for it and should have been aborted",554216
"rt @rita_banerji: .@naral @hillaryclinton your hypocrisy about race &amp;  shows clearly in how your  lobby's trashed",555492
"@wildchild69 semantics. zygote, embryo, fetus, infant, toddler, adult, all stages of human development.",555991
"proud to be working again with @ncvalues @tamifitzgerald and susan b anthony list to organize  voters!",900410
"man cannot help man except  helps.",1379214
"vander plaats says the us is suffering from indifference.",1243112
"judging  on the basis of few people is like eating a rotten fruit and blaming the whole tree.",1122119
"rt @alexbelohlavek: she's right. gun violence is an emergency. let's do something about it now.",987256
"republican gop polls surge from one crazy candidate to another.  thank you republicans, for affirming my vote.",865810
"rt @lordheavenearth: con't: that you are  you are on the  and you are",1378471
"and there they preached the  (acts 14.7) telling of all that  had done for sinners in   the",1578961
"@hillaryclinton @sensanders do unborn black lives matter?  kills children.",554601
"i caught 1 min of the hillary clinton testifying hearings, did anyone ask her where she or obama were the night of  ?",615297
"why is it that when a child of folk who only believe in faith healing dies, the first thing those parents do is lawyer up?",1064212
"do not guilt them. do not hate them. people are going to because there are so many protesters shoving propaganda in their face",1209364
"@saysshetoday @realtinconnor @xgirlnyc @tomreformed @queenbitchheidi sure you love people! want to kill living humans in womb!",570933
"@oliviaslr who's worried? the world is moving in my direction. towards individualism. i'll win eventually. and i'm 17.",1311290
"i  because they know the difference between abortion and contraception.  because they provide both.",1450263
"rt 'liberallyjan god won't help you since if god exists &amp; can help people, it sent the hurricane.'",745049
"they  ' yet what  is so great as to  the  given by  and",1172629
"can she speak for herself? the  congregation has to support her faith? whats up w/ that? @bergamp64 @letha_hughes",262326
"@ragingthormones gender is socially constructed to subordinate the female sex as a class  @wildlx @femaleslikeus @feministroar",915400
"@hillaryclinton they need a review on the principles this country was built on  - &amp; not the way they use it to discriminate",1212271
"@politibunny @ppfa @graylion11 @playnicepeeps tens of millions since they got started slaughtering living human beings.  kills ppl",554176
"it's not just a  it's a way of life goddammit!",249590
"rt @beretta_gio: @oldbanner  my ass. i hate intolerance and     @sensiblysecular ( i'm",1416018
"mat5:8(jesus said) happy are the pure in heart; the will see",1043435
"when i say shit like 'girls shouldn't play fantasy football' i'm like fuck am i that guy girls always talking about hating?",1138141
"@dmoneypeso notice also that the touching anecdotes that  shares are  ones involving *choice*, &amp; none of *forced birth*.",599262
"mary said yes to god. will you?",910802
"@vickicowart just saw  great responses &amp; poise...media attempts to push their agenda but you handled it with grace!",1455337
"i'm an igtheist (coined by sherwin wine) not an  this means  ( is a nonsense concept to be ignored (not disbelieved)",260910
"@chrisloesch @tedcruz b/c he'd mop the floor with  in a match-up better than any other candidate. fear is in the dem house.",1365625
"and  ignore potus ineligibility as a personal preference with reckless disregard for  principles",796203
"and now we see hrc has always been telling the truth about her emails. what now?",862485
"clinton has 18 point lead over sanders in iowa. cnn poll",1493750
"a child 'living up to her  given potential' is contingent on  being protected in the mother's womb!",577031
"@wildchild69 it's not a misuse. it's the truth you refuse to admit to yourself.  kills unborn children.",555995
"rt @realtrumpsfeels: @support any idea why the  live feed keeps randomly emptying? it's happened several times recentl",1404981
"so pissed! i like the new supergirl, can't believe people r saying it's sexist! wtf her character is relatable!",928414
"@tensing334455 yet. i see  as a  of  /  to   to  to  like written in the",1226319
"intresting difference when searching colorado gunman vs. terrorist",1532874
"nice 2 know i might get killed next time i get treatment for a yeast infection.or god forbid need an exam to detect cancer.",1534704
"rt @brbabblingbooks: seeing the foul harassment of women who talk gender issues. i'm determined to do what i can to amplify their voices. #",914915
"i consider myself a  , yet i'm  (1st trim) &amp;  read somewhere the gop dsnt want me",890150
"was so brave to take big money from  to support them after the horror of  : what a hero!",1021960
"controversial bill on the ohio house floor today targeting @ppaohio funding.",1106286
"i am an  our humanity requires that we choose our own paths, our own virtues, our own joys, our own growth and change.",1572709
"everything that she can do.'  yes .@hillaryclinton!",1015744
"tonight, @hillaryclinton is proving there's no better person to lead this country than her.",993544
"when you drink starbucks and your pee smells like a cup of coffee an hour later..",1404001
"@clairecmc: she is realistic and strong about the need to support the best military in the world.",993905
"rt @fj473: yes, everything is free. i got it. lets  and use that $500billion @howard88082093 @brianna_buc @wortheyac",951424
".@i_magpie,   ( murdered ~145 million civilians in 20th century.  killed &gt;250 mil in 1,400 yrs.",669265
"do people really think being  is a choice? like, am i just  'choosing' to only like pussy",890440
